site;sloc;walk;date;time;floden;gpsnorth;gpssouth;temp;hum;win;vegspecies;vegfamily;butterfly;occ
Canning/Neill St Reserve;1;1;1/11/2017;11:29:00;777.78;-37.9731;144.9742;21;61.7;2.4;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Canning/Neill St Reserve;1;1;1/11/2017;11:44:00;444.44;-37.793;144.9744;21.8;55.4;2.5;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Canning/Neill St Reserve;1;1;1/11/2017;11:57:00;555.56;-37.7932;144.7976;22.7;54.3;2.4;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Canning/Neill St Reserve;1;1;1/11/2017;12:09:00;333.33;-37.7932;144.9737;21.2;58.3;2.7;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Canning/Neill St Reserve;1;1;2/9/2017;10:45:00;281.25;-37.793;144.9739;31.5;51;2.1;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Canning/Neill St Reserve;1;1;2/9/2017;10:59:00;287.5;-37.7931;144.9741;31.5;50.7;2;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Canning/Neill St Reserve;1;1;2/9/2017;11:20:00;250;-37.793;144.9743;31.8;48.5;1.7;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;11:03:00;3.5;-37.8054;144.9718;29.2;49.9;1;Acanthus mollis;Acanthaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;10:58:00;0.04;-37.8055;144.9718;30.7;66.8;1;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;12:27:00;0.04;-37.8052;144.9718;23.9;61.3;3.3;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;11:18:00;0.05;-37.8056;144.9751;28.7;50.4;0.5;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;12:07:00;0.19;-37.8053;144.9717;24.9;61.5;1.5;Erythrina cristagalli ;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;12:31:00;0;-37.8054;144.9718;26;57.1;5.8;Lagerstraemia sp. ;Lythraceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;11:29:00;0;-37.8053;144.9717;32.8;40.9;2.6;Lagerstraemia sp. ;Lythraceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;11:22:00;30;-37.8055;144.9716;33.3;41.1;0.7;Limanarium perezii;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;11:46:00;0.01;-37.8052;144.9715;31.1;48.6;0.4;Limanarium perezii;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;11:25:00;88.89;-37.8053;144.9718;33;43.5;1.3;Plectranthus sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;12:01:00;20;-37.8055;144.9716;31.5;43.8;2.3;Plectranthus sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;1/30/2017;18:01:00;40;-37.8064;144.9727;29.7;41.7;2.4;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;3/2/2017;11:43:00;71.43;-37.8052;144.9716;31.7;51.1;1.5;Stachys byzantina;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;1;1;1/30/2017;18:17:00;2.08;-37.8067;144.9727;29.4;50.6;1.5;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;1;2;1/31/2017;9:14:00;31.25;-37.8069;144.9713;21.4;46.6;2.1;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Carlton Gardens South;1;2;3/2/2017;14:01:00;187.5;-37.8069;144.9714;26.4;60.4;2.6;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Carlton Gardens South;1;2;3/2/2017;14:35:00;156.25;-37.8064;144.9722;30.9;48.8;1.1;Schinus molle;Anacardiaceae;Little blue butterfly group;0
Carlton Gardens South;1;2;1/31/2017;8:52:00;0.62;-37.8063;144.973;21;47.1;1.1;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;1;2;1/31/2017;9:04:00;#VALUE!;-37.8072;144.9723;21.4;55.3;1.2;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;1;2;3/2/2017;13:44:00;1.17;-37.8068;144.9719;26.4;59.6;1.2;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;10:55:00;4.33;-37.8054;144.9727;24.9;47.1;1.1;Agapanthus praecox;Amaryllidaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;12:51:00;4.29;-37.8054;144.9722;27.2;45.1;0.7;Agapanthus praecox;Amaryllidaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;13:10:00;0.59;-37.8053;144.9731;33.4;33.2;0.8;Agapanthus praecox;Amaryllidaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;10:32:00;0.03;-37.8055;144.9729;22;54.8;1.5;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;12:06:00;0.08;-37.8054;144.9723;32;39.7;1.4;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;12:54:00;0.04;-37.8054;144.9722;28.7;40.4;1.1;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;12:03:00;8.33;-37.8054;144.9723;31.7;37.4;1.5;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;12:35:00;1.18;-37.8054;144.9713;29.1;34.1;2.1;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;3/2/2017;14:51:00;11.81;-37.8055;144.972;29.8;52;0.5;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;3/2/2017;15:05:00;5.56;-37.8053;144.9723;28.7;56.7;3.5;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;10:18:00;0.01;-37.8058;144.9725;21;51.8;1.4;Iris sp.;Iridaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;11:44:00;28;-37.8056;144.9725;31.5;31.6;1.6;Plectranthus sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;12:31:00;4;-37.8054;144.9713;29.6;33.5;1.4;Salvia sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;13:28:00;0.2;-37.8053;144.9718;38.5;22.5;1.5;Salvia sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;11:27:00;24;-37.8055;144.9726;30.1;35.4;0.7;Stachys byzantina;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;13:25:00;4;-37.8053;144.9718;38.5;27.2;1.4;Stachys byzantina;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;10:35:00;0;-37.8055;144.9729;21.6;50.1;0.7;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;10:54:00;0.06;-37.8054;144.9727;22.5;48.6;1.4;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;11:30:00;0.02;-37.8055;144.9726;27.5;30.6;1.2;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;1;3;1/31/2017;11:12:00;0.07;-37.8054;144.9726;26.3;44.9;2;Trachelospermum jasminoides;Apocynaceae;Little blue butterfly group;0
Carlton Gardens South;1;4;1/31/2017;13:47:00;0.03;-37.8058;144.9717;29.3;28.2;1.1;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;1;4;1/31/2017;14:40:00;0.67;-37.8053;144.9717;39.5;24.5;3;Erythrina cristagalli ;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;1;4;1/31/2017;14:01:00;0.44;-37.8053;144.9714;31.1;28.2;0.6;Lagerstraemia sp. ;Lythraceae;Little blue butterfly group;0
Carlton Gardens South;1;4;1/31/2017;14:23:00;0.04;-37.8054;144.9718;36.7;25.1;1.6;Lagerstraemia sp. ;Lythraceae;Little blue butterfly group;0
Carlton Gardens South;1;4;1/31/2017;14:05:00;26.67;-37.8057;144.9718;30.5;32;1;Limanarium perezii;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;1;4;1/31/2017;13:44:00;0.1;-37.8058;144.9717;33;26.6;2.2;Liriope muscari;Asparagaceae;Little blue butterfly group;0
Carlton Gardens South;1;4;1/31/2017;14:25:00;44;-37.8054;144.9718;35.1;32.5;0.4;Plectranthus sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;1;4;1/31/2017;14:44:00;22;-37.8053;144.9717;37.1;26.5;2.9;Stachys byzantina;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;1/31/2017;15:07:00;1.67;-37.8051;144.9703;32;36.6;1.5;Acanthus mollis;Acanthaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;1/31/2017;15:38:00;5.67;-37.8052;144.9707;34.4;27.9;1.6;Agapanthus praecox;Amaryllidaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;1/31/2017;15:40:00;0.16;-37.8052;144.9706;34;26.6;0.9;Asteraceae 1;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;2;1;1/31/2017;15:04:00;0.15;-37.8051;144.9703;32.1;30.4;2.5;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;1/31/2017;15:24:00;0.59;-37.8052;144.9706;34;26.6;0.9;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;1/31/2017;15:44:00;0.13;-37.8052;144.9706;34;26.6;0.9;Kniphofia uvaria;Asphodelaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;3/2/2017;15:24:00;0.08;-37.8054;144.9704;30.8;52.5;0.4;Rosa sp.;Rosaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;3/2/2017;15:45:00;0.06;-37.8054;144.9704;31.3;49.5;1.9;Rosa sp.;Rosaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;3/2/2017;16:09:00;0.03;-37.8054;144.9701;32.1;51.8;1.6;Rosa sp.;Rosaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;3/2/2017;15:28:00;0.19;-37.8054;144.9704;29.6;61.4;0.9;Senecio sp. ;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;2;1;1/31/2017;15:37:00;10;-37.8052;144.9706;34;26.6;0.9;Stachys byzantina;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;2;1;1/31/2017;15:35:00;0.08;-37.8052;144.9706;34;26.6;0.9;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;2;1;3/2/2017;16:30:00;14.06;-37.8067;144.9694;31.3;49.3;0.7;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;2;2;3/2/2017;17:15:00;0.69;-37.8055;144.9709;25.8;67.2;1.4;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;2;2;1/31/2017;16:21:00;0.06;-37.8053;144.9701;33.8;26.7;0.8;Rosa sp.;Rosaceae;Little blue butterfly group;0
Carlton Gardens South;2;2;1/31/2017;16:37:00;0.03;-37.8054;144.9701;26.2;54.4;0.8;Rosa sp.;Rosaceae;Little blue butterfly group;0
Carlton Gardens South;2;2;1/31/2017;16:52:00;0.02;-37.8053;144.9701;31.4;35.6;1.2;Rosa sp.;Rosaceae;Little blue butterfly group;0
Carlton Gardens South;2;2;1/31/2017;16:55:00;0.13;-37.8053;144.9701;33.2;32.6;1.3;Senecio sp. ;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;2;2;1/31/2017;17:24:00;0.28;-37.8069;144.9695;32.6;30.7;0.8;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;2;2;1/31/2017;16:26:00;1.33;-37.8053;144.9701;23.1;43.8;2.2;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;2;2;3/2/2017;16:56:00;0.83;-37.8053;144.9705;29.7;52.3;1.8;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;2;2;3/2/2017;17:12:00;0.69;-37.8054;144.9706;27;58.6;1.4;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;10:25:00;0.1;-37.8044;144.97;35.1;30;0.8;Asteraceae 1;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;11:09:00;0.1;-37.8042;144.97;28.6;44.7;0.6;Asteraceae 1;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;10:41:00;0.11;-37.8043;144.9699;35.4;30.1;0.5;Asteraceae 1;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;11:13:00;0.09;-37.804;144.9696;30.2;40;1;Asteraceae 1;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;10:47:00;8.33;-37.8041;144.9699;30.2;36.6;1.3;Bellis perennis;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;14:53:00;4.01;-37.8045;144.9702;28.3;41.3;1.3;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;12:05:00;2.47;-37.8044;144.9706;29.8;38.7;0.5;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;13:51:00;1.78;-37.8045;144.9703;33.1;33.8;1.2;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;14:05:00;6.37;-37.8049;144.9701;36.9;31.5;1.5;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;12:35:00;6.79;-37.8045;144.9707;28.3;46.5;0.8;Ceratostigma sp.;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;12:17:00;36.11;-37.8041;144.97;29.1;38.1;0.9;Echium candicans;Boraginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;12:38:00;8.44;-37.8044;144.9704;28.3;48.5;0.1;Echium candicans;Boraginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;11:30:00;4;-37.805;144.9692;29.8;39.9;0.7;Echium candicans;Boraginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;11:32:00;15.63;-37.8041;144.9706;29.6;42.2;0.5;Echium candicans;Boraginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;11:24:00;0.2;-37.8043;144.9698;28.2;41;1.6;Jacaranda mimisosifolia;Bignoniaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;14:29:00;4.44;-37.8045;144.9705;28.2;39.4;1.3;Lavandula sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;14:46:00;4.67;-37.8045;144.9703;28.9;38.1;0.8;Lavandula sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;9:56:00;1;-37.8046;144.9696;25.8;48.8;0.6;Lavandula sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;10:02:00;1.33;-37.8047;144.9694;30.1;40.1;9;Lavandula sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;11:48:00;0.75;-37.8044;144.9705;30.1;40.3;0;Lavandula sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;12:12:00;0.04;-37.8043;144.97;29.2;38.3;0.4;Limanarium perezii;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;14:20:00;0.13;-37.8044;144.9709;28;38.6;1.5;Limanarium perezii;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;12:26:00;0;-37.8043;144.9703;28.9;44.4;0.7;Limanarium perezii;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;15:03:00;0.06;-37.8049;144.9705;32.3;28.2;1.1;Limanarium perezii;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;11:51:00;36;-37.8042;144.9699;28.4;34.9;1.3;Medicago lupulina;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;9:51:00;2.37;-37.8047;144.9696;26.5;38.7;1.3;Oxalis sp.;Oxalidaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;13:57:00;1.5;-37.8045;144.9704;27.7;57;0.9;Penstemon sp. ;Plantaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;14:46:00;2.23;-37.8055;144.9694;35;28.5;1.9;Penstemon sp. ;Plantaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;14:49:00;0.03;-37.8045;144.9703;29.1;40.8;0.9;Rosa sp.;Rosaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;14:11:00;0.02;-37.8045;144.9703;34.3;33.7;0.6;Rosa sp.;Rosaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;14:25:00;0.03;-37.8046;144.9701;36.1;30.4;1.2;Rosa sp.;Rosaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;11:29:00;0.33;-37.8043;144.9698;28.8;35.5;1;Salvia sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;15:11:00;4;-37.8044;144.9701;29.1;39.1;2.4;Salvia sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;10:52:00;2;-37.8042;144.9698;28.8;40.7;0.9;Salvia sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;11:26:00;3.7;-37.8033;144.9696;30.3;47.1;1.3;Salvia sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;9:45:00;2.67;-37.8045;144.9698;26.9;39.8;2.8;Stachys byzantina;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;12:05:00;10;-37.8043;144.97;28.5;41.9;0.8;Stachys byzantina;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;10:22:00;15;-37.8045;144.9698;33.3;35.5;0.7;Stachys byzantina;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;14:12:00;0.32;-37.8045;144.9706;27.6;48.4;1.7;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;12:29:00;0.06;-37.8043;144.9704;28.5;45.2;0.4;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;13:47:00;0.19;-37.8045;144.9703;31.7;38;1.6;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;14:43:00;0.07;-37.8062;144.9693;38.1;26.4;1.6;Tanacetum vulgare;Asteraceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;10:45:00;1.04;-37.8047;144.9699;31.9;35.7;1.6;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;14:08:00;1.17;-37.8046;144.9701;35.5;40.8;0.9;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;12:28:00;3.46;-37.8046;144.9701;36.5;28.7;0.6;Trifolium repens;Fabaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;11:48:00;0.01;-37.8042;144.9699;28.7;35;3.7;Viburnum sp.;Adoxaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;13:50:00;0.03;-37.8045;144.9704;27.4;56.3;0.4;Viburnum sp.;Adoxaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;1/30/2017;15:14:00;0.33;-37.8044;144.9701;29.3;36.3;0.6;Viburnum sp.;Adoxaceae;Little blue butterfly group;0
Carlton Gardens South;3;1;3/1/2017;10:55:00;0;-37.8043;144.97;28.2;40.4;0.8;Viburnum sp.;Adoxaceae;Little blue butterfly group;0
Carlton Gardens South;3;2;3/1/2017;15:18:00;3.33;-37.8052;144.9697;32.7;30.8;1.2;Agapanthus praecox;Amaryllidaceae;Little blue butterfly group;0
Carlton Gardens South;3;2;3/1/2017;15:38:00;6.67;-37.8052;144.9702;31;29.9;0.5;Agapanthus praecox;Amaryllidaceae;Little blue butterfly group;0
Carlton Gardens South;3;2;3/1/2017;16:28:00;0.02;-37.8052;144.97;34.4;32;0.6;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;3;2;3/1/2017;16:43:00;0.04;-37.8051;144.9703;35.5;31.5;0.4;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;3;2;1/30/2017;15:33:00;6.33;-37.805;144.97;30.5;39.4;1.1;Lavandula sp.;Lamiaceae;Little blue butterfly group;0
Carlton Gardens South;3;2;3/1/2017;16:22:00;0.02;-37.8052;144.97;31.9;37.7;0.7;Limanarium perezii;Plumbaginaceae;Little blue butterfly group;0
Carlton Gardens South;3;3;1/30/2017;16:10:00;2;-37.8052;144.9701;29.5;43;1.4;Agapanthus praecox;Amaryllidaceae;Little blue butterfly group;0
Carlton Gardens South;3;3;1/30/2017;16:34:00;3.33;-37.8051;144.9703;29.1;44.3;0.4;Agapanthus praecox;Amaryllidaceae;Little blue butterfly group;0
Carlton Gardens South;3;3;1/30/2017;16:13:00;0.01;-37.8051;144.97;28.7;47.9;1.4;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;3;3;1/30/2017;17:09:00;0.01;-37.8051;144.9703;31.4;41.7;2.4;Canna generalis;Cannaceae;Little blue butterfly group;0
Carlton Gardens South;3;3;1/30/2017;16:54:00;0.2;-37.806;144.9702;31;46.9;0.4;Petunia sp.;Solanaceae;Little blue butterfly group;0
Carlton Gardens South;3;3;1/30/2017;15:56:00;20;-37.8051;144.9697;29.6;35.2;1.3;Solanum nigrans;Solanaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;10:43:00;0.02;-37.8138;144.9763;23.6;68.1;0.5;Abelia grandifolia;Caprifoliaceae ;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;10:55:00;0.05;-37.8136;144.9763;24.7;64.7;0;Abelia grandifolia;Caprifoliaceae ;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;11:03:00;0.07;-37.8136;144.9763;24.9;65.8;0.5;Abelia grandifolia;Caprifoliaceae ;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;3/9/2017;14:23:00;0.11;-37.8135;144.9763;31.2;34.2;1.5;Asteraceae 1;Asteraceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;3/9/2017;14:25:00;0.11;-37.8134;144.9761;31;33.8;0.8;Asteraceae 1;Asteraceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;10:01:00;0.62;-37.8138;144.976;23.4;50.8;0.8;Heleborus sp.;Rununculaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;10:31:00;1.33;-37.8139;144.9764;24.1;41.6;0.4;Kalanchoe sp.;Crassulaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;10:44:00;0.89;-37.8137;144.9764;25.5;37.7;0.9;Kalanchoe sp.;Crassulaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:01:00;1.11;-37.8136;144.9764;25.8;43.2;0.4;Kalanchoe sp.;Crassulaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;10:57:00;0.02;-37.8136;144.9764;25.8;42.9;0.4;Lagerstraemia medica;Lythraceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;9:45:00;61.11;-37.8136;144.976;22.7;56.1;0.4;Nandina domestica;Berberidaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:45:00;20;-37.8135;144.9765;28.6;40.7;0.4;Nandina domestica;Berberidaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:16:00;16;-37.8138;144.9764;26.5;39.2;0.7;Salvia sp.;Lamiaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:30:00;10;-37.8137;144.9767;27.9;35.7;1.1;Salvia sp.;Lamiaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;10:14:00;0.05;-37.8139;144.9755;22.4;73.8;0.5;Salvia sp.;Lamiaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;2/1/2017;11:58:00;0;-37.8132;144.9763;29.4;34.5;0.8;Strelitzia reginae;Strelitziaeae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;10:31:00;0;-37.8139;144.9764;23;66.9;0.7;Strelitzia reginae;Strelitziaeae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;1;3/11/2017;11:28:00;0.06;-37.8136;144.9765;28.8;65.5;0.9;Viburnum sp.;Adoxaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;13:45:00;8.57;-37.8148;144.9751;24.3;43.7;1.6;Abelia grandifolia;Caprifoliaceae ;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;2;3/11/2017;11:45:00;4.86;-37.8135;144.975;28.4;53.1;0.6;Bellis perennis;Asteraceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;14:16:00;4.69;-37.8151;144.9753;22.8;46;0.9;Brachychitron acerifolius;Malvaceae;Little blue butterfly group;0
Fitzroy-Treasury Gardens;1;2;2/1/2017;12:30:00;0.02;-37.8134;144.975;30.3;31.9;1.2;Canna generalis;Cannaceae;Little blue butterfly group;0
