site;sloc;walk;date;time;floden;gpsnorth;gpssouth;temp;hum;win;vegspecies;vegfamily;butterfly;occ
Lincoln Square;1;1;1/16/2017;16:16:00;22.45;-37.8024;144.9639;29.1;40.4;0.9;Myoporum parvifolium;Scrophulariaceae;Vanessa itea;0
Lincoln Square;1;1;2/13/2017;14:47:00;1;-37.802;144.9632;24.7;57.1;2.3;Trifolium repens;Fabaceae;Vanessa itea;0
Lincoln Square;1;2;1/16/2017;18:14:00;0.32;-37.8024;144.9634;36.8;28.4;1.2;Anthropodium cirratum;Asparagaceae;Vanessa itea;0
Lincoln Square;1;2;1/16/2017;16:44:00;4.14;-37.8022;144.9629;30.1;37.2;2.5;Bellis perennis;Asteraceae;Vanessa itea;0
Lincoln Square;1;2;2/13/2017;16:49:00;1.78;-37.8022;144.9632;25.8;48.5;1;Bellis perennis;Asteraceae;Vanessa itea;0
Lincoln Square;1;2;1/16/2017;17:13:00;0.32;-37.8022;144.9635;31.9;35.4;1.6;Convolvulus sp.;Convovulaceae ;Vanessa itea;0
Lincoln Square;1;2;1/16/2017;17:57:00;1.44;-37.8024;144.9632;36.5;26.6;1.4;Convolvulus sp.;Convovulaceae ;Vanessa itea;0
Lincoln Square;1;2;1/16/2017;17:40:00;10;-37.8023;144.9633;35.7;28.1;0;Lamiaceae 1;Lamiaceae;Vanessa itea;0
Lincoln Square;1;2;2/13/2017;16:12:00;0.67;-37.8023;144.9633;25.8;48.2;1.8;Lamiaceae 1;Lamiaceae;Vanessa itea;0
Lincoln Square;1;2;2/13/2017;16:31:00;1;-37.8023;144.9632;23.1;54.8;3;Lamiaceae 1;Lamiaceae;Vanessa itea;0
Lincoln Square;1;2;1/16/2017;17:02:00;16;-37.8023;144.9642;30.4;41.7;1.7;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Lincoln Square;1;2;1/16/2017;18:34:00;1600;-37.8023;144.9632;33.5;31;1.5;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Lincoln Square;1;2;2/13/2017;15:15:00;12;-37.8023;144.9631;27.5;43;0.8;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Lincoln Square;1;2;2/13/2017;15:29:00;31.82;-37.8023;144.9633;24.8;50.5;2.7;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Lincoln Square;1;2;1/16/2017;17:35:00;1.9;-37.8022;144.9632;37.52;1.2;1.6;Mentha sp. ;Lamiaceae;Vanessa itea;0
Lincoln Square;1;2;1/16/2017;18:30:00;0.71;-37.8023;144.9632;34.8;31.2;0.6;Mentha sp. ;Lamiaceae;Vanessa itea;0
Lincoln Square;1;2;2/13/2017;15:40:00;7.41;-37.8023;144.9635;25.2;50.6;1.8;Myoporum parvifolium;Scrophulariaceae;Vanessa itea;0
Lincoln Square;1;2;2/13/2017;16:33:00;7.14;-37.8023;144.9632;22.3;56.1;1.5;Salvia sp.;Lamiaceae;Vanessa itea;0
Lincoln Square;2;1;2/15/2017;12:18:00;3;-37.8026;144.9636;30.1;40.5;3.1;Anagallis arvensis;Primulaceae;Vanessa itea;0
Lincoln Square;2;1;2/15/2017;12:11:00;0.06;-37.8025;144.9633;31;48.2;2.2;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Lincoln Square;2;1;2/15/2017;12:40:00;0.59;-37.803;144.9634;28.3;31.6;1.8;Trachelospermum jasminoides;Apocynaceae;Vanessa itea;0
Lincoln Square;2;1;1/16/2017;16:53:00;1.75;-37.8027;144.9625;33.4;32.7;1.3;Trifolium repens;Fabaceae;Vanessa itea;0
Lincoln Square;2;2;1/16/2017;19:08:00;2;-37.8029;144.9624;32.2;34.4;0.9;Trifolium repens;Fabaceae;Vanessa itea;0
Lincoln Square;2;2;2/15/2017;12:54:00;1.23;-37.8026;144.9623;31.2;32.5;1.5;Trifolium repens;Fabaceae;Vanessa itea;0
Lincoln Square;2;3;1/16/2017;19:37:00;1.73;-37.8026;144.9631;29.5;37.6;2.92;Anthropodium cirratum;Asparagaceae;Vanessa itea;0
Lincoln Square;2;3;1/16/2017;19:32:00;6;-37.8026;144.9631;30.1;37.5;1;Lamiaceae 1;Lamiaceae;Vanessa itea;0
Lincoln Square;2;3;1/16/2017;19:24:00;1600;-37.8026;144.9631;31.1;35;1.7;Limanarium perezii;Plumbaginaceae;Vanessa itea;0
Lincoln Square;2;3;1/16/2017;19:28:00;2.89;-37.8026;144.9631;30.6;38.1;1.3;Mentha sp. ;Lamiaceae;Vanessa itea;0
Lincoln Square;2;3;1/16/2017;19:52:00;3.21;-37.8029;144.9633;29.8;39.7;2.1;Trachelospermum jasminoides;Apocynaceae;Vanessa itea;0
Murchinson Square;1;1;1/26/2017;10:10:00;0.33;-37.8001;144.9729;22.1;65.4;2.8;Asteraceae 1;Asteraceae;Vanessa itea;0
Murchinson Square;1;1;1/26/2017;10:29:00;0.11;-37.8001;144.9731;22.4;58.1;2.6;Asteraceae 1;Asteraceae;Vanessa itea;0
Murchinson Square;1;1;1/26/2017;10:44:00;0.11;-37.8001;144.9732;21.5;60.5;0.5;Asteraceae 1;Asteraceae;Vanessa itea;0
Murchinson Square;1;1;3/14/2017;9:56:00;0.06;-37.8;144.9727;23.6;69.3;0.8;Asteraceae 1;Asteraceae;Vanessa itea;0
Murchinson Square;1;1;3/14/2017;10:12:00;0.25;-37.8002;144.9729;25.9;69.8;0.5;Asteraceae 1;Asteraceae;Vanessa itea;0
Murchinson Square;1;1;1/26/2017;10:13:00;3.05;-37.8001;144.9729;21.1;59.3;1.8;Bellis perennis;Asteraceae;Vanessa itea;0
Murchinson Square;1;1;3/14/2017;9:53:00;6.25;-37.8001;144.9728;23.8;68.5;0.8;Bellis perennis;Asteraceae;Vanessa itea;0
Murchinson Square;1;1;1/26/2017;10:06:00;2.25;-37.8001;144.9729;22.3;54.1;1.1;Trifolium repens;Fabaceae;Vanessa itea;0
Murchinson Square;1;1;1/26/2017;10:26:00;3.09;-37.8001;144.9731;21.5;59.6;1;Trifolium repens;Fabaceae;Vanessa itea;0
Murchinson Square;1;1;1/26/2017;10:42:00;1.38;-37.8001;144.9732;22.6;55.6;1.4;Trifolium repens;Fabaceae;Vanessa itea;0
Murchinson Square;1;1;3/14/2017;10:09:00;4.32;-37.8001;144.9729;23.9;71.6;1;Trifolium repens;Fabaceae;Vanessa itea;0
Murchinson Square;1;1;3/14/2017;10:25:00;5.26;-37.8;144.973;26.1;69.9;1;Trifolium repens;Fabaceae;Vanessa itea;0
Murchinson Square;1;1;3/14/2017;10:45:00;4.16;-37.8002;144.9732;27.1;63.8;0.6;Trifolium repens;Fabaceae;Vanessa itea;0
Pleasance Gardens;1;1;1/15/2017;18:59:00;0.38;-37.7963;144.9464;22.5;50.4;1.9;Rosa sp.;Rosaceae;Vanessa itea;0
Pleasance Gardens;1;1;2/15/2017;14:54:00;0.14;-37.7962;144.9449;31.7;21.7;1.2;Rosa sp.;Rosaceae;Vanessa itea;0
Pleasance Gardens;1;1;1/15/2017;18:59:00;800;-37.7963;144.9461;24.5;43.9;1.9;Schinus molle;Anacardiaceae;Vanessa itea;0
Pleasance Gardens;1;1;1/15/2017;18:52:00;800;-37.7964;144.9464;22.6;51.3;2.3;Schinus molle;Anacardiaceae;Vanessa itea;0
Pleasance Gardens;1;1;2/15/2017;14:23:00;250;-37.7632;144.9454;34.2;29.4;2.6;Schinus molle;Anacardiaceae;Vanessa itea;0
Pleasance Gardens;1;1;2/15/2017;15:15:00;218.75;-37.7963;144.9452;31.6;25.4;1.1;Schinus molle;Anacardiaceae;Vanessa itea;0
Pleasance Gardens;1;1;1/15/2017;18:13:00;7.25;-37.7963;144.9458;24.5;43;2.3;Trifolium repens;Fabaceae;Vanessa itea;0
Pleasance Gardens;1;1;1/15/2017;19:05:00;2.5;-37.7965;144.9458;22.1;53.7;2.6;Trifolium repens;Fabaceae;Vanessa itea;0
Pleasance Gardens;1;1;2/15/2017;15:33:00;1.23;-37.7964;144.9455;32.1;25.9;1.7;Trifolium repens;Fabaceae;Vanessa itea;0
Pleasance Gardens;1;1;2/15/2017;14:58:00;0.01;-37.7963;144.945;32;22.1;2;Viburnum sp.;Adoxaceae;Vanessa itea;0
Pleasance Gardens;1;2;2/15/2017;16:05:00;0.03;-37.7964;144.9462;33.4;21.6;2;Rosa sp.;Rosaceae;Vanessa itea;0
Pleasance Gardens;1;2;2/15/2017;15:45:00;250;-37.7965;144.9459;32.3;24.2;2;Schinus molle;Anacardiaceae;Vanessa itea;0
Pleasance Gardens;1;2;2/15/2017;16:02:00;218.75;-37.7966;144.9465;33.1;24.1;1.4;Schinus molle;Anacardiaceae;Vanessa itea;0
Pleasance Gardens;1;2;2/15/2017;16:09:00;0.04;-37.7964;144.9465;33.4;23.3;1.6;Viburnum sp.;Adoxaceae;Vanessa itea;0
Princes Park;1;1;2/27/2017;12:23:00;0.39;-37.7792;144.9623;28.4;0.9;2.5;Asteraceae 1;Asteraceae;Vanessa itea;0
Princes Park;1;1;2/27/2017;12:20:00;4.17;-37.7792;144.9623;29.1;43;1.4;Bellis perennis;Asteraceae;Vanessa itea;0
Princes Park;1;1;2/27/2017;12:05:00;0.04;-37.7793;144.9622;28.7;44.7;2.1;Nerium oleander;Apocynaceae;Vanessa itea;0
Princes Park;1;1;2/27/2017;12:37:00;0.08;-37.7793;144.9623;28.7;40.6;0.9;Nerium oleander;Apocynaceae;Vanessa itea;0
Princes Park;1;1;2/27/2017;12:56:00;0.2;-37.7797;144.9622;28.9;49.1;1.1;Nerium oleander;Apocynaceae;Vanessa itea;0
Princes Park;1;1;1/27/2017;11:23:00;0.06;-37.7792;144.9621;28.7;42.3;2.1;Trachelospermum jasminoides;Apocynaceae;Vanessa itea;0
Princes Park;1;1;1/27/2017;11:37:00;0.31;-37.779;144.9619;29.2;43.4;1.5;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;1;2;1/27/2017;11:55:00;0.38;-37.7793;144.9621;31.6;36.7;0.6;Nerium oleander;Apocynaceae;Vanessa itea;0
Princes Park;1;2;1/27/2017;12:09:00;0.25;-37.7794;144.9621;29.9;45.4;1;Nerium oleander;Apocynaceae;Vanessa itea;0
Princes Park;1;2;1/27/2017;12:24:00;0.17;-37.7794;144.9621;27.4;43.6;1.1;Nerium oleander;Apocynaceae;Vanessa itea;0
Princes Park;1;2;1/27/2017;12:39:00;0.38;-37.7796;144.9622;26.8;55.7;1.4;Nerium oleander;Apocynaceae;Vanessa itea;0
Princes Park;2;1;1/27/2017;9:27:00;0.22;-37.7798;144.9603;21.5;60.1;0.6;Bursaria spinosa;Pittosporaceae;Vanessa itea;0
Princes Park;2;1;1/27/2017;9:31:00;2.22;-37.7793;144.9603;21.7;57;0.5;Correa glabra;Rutaceae;Vanessa itea;0
Princes Park;2;2;1/27/2017;9:48:00;0.11;-37.7802;144.9603;24.6;46.5;1.5;Asteraceae 1;Asteraceae;Vanessa itea;0
Princes Park;2;2;2/27/2017;10:33:00;0.11;-37.7805;144.9608;26.4;44.7;2.2;Asteraceae 1;Asteraceae;Vanessa itea;0
Princes Park;2;2;2/27/2017;10:12:00;0.11;-37.7803;144.9605;25.6;42.6;1.9;Asteraceae 1;Asteraceae;Vanessa itea;0
Princes Park;2;2;1/27/2017;9:45:00;5.86;-37.7802;144.9603;24.9;48.1;0.9;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;2;2;2/27/2017;10:26:00;3.05;-37.7806;144.9606;26;42.8;1.3;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;2;3;2/27/2017;10:45:00;1.25;-37.7801;144.9612;27.2;41.9;1.9;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;2;3;2/27/2017;11:03:00;1.25;-37.7801;144.9612;28.1;41.7;1.4;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;2;4;1/27/2017;10:16:00;0.16;-37.7794;144.9606;24.3;55.7;0.5;Asteraceae 1;Asteraceae;Vanessa itea;0
Princes Park;2;4;1/27/2017;10:22:00;1.19;-37.7797;144.9604;24.7;48;0.4;Atriplex prostrata;Chenopodaceae;Vanessa itea;0
Princes Park;2;4;1/27/2017;10:13:00;0.1;-37.7797;144.9604;23.5;50.9;0.8;Bursaria spinosa;Pittosporaceae;Vanessa itea;0
Princes Park;2;4;2/27/2017;11:14:00;61.11;-37.7798;144.9605;27.9;44.5;0.5;Correa glabra;Rutaceae;Vanessa itea;0
Princes Park;2;4;2/27/2017;11:19:00;33.33;-37.7797;144.9605;28.4;44.9;1.6;Correa glabra;Rutaceae;Vanessa itea;0
Princes Park;2;4;1/27/2017;10:40:00;18.75;-37.779;144.9612;25.3;52.7;0.7;Oxalis sp.;Oxalidaceae;Vanessa itea;0
Princes Park;2;4;2/27/2017;11:42:00;1.38;-37.7788;144.9607;27.9;38.9;2.2;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;3;1;1/27/2017;14:30:00;0.75;-37.7807;144.9609;28.5;42.7;1.1;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;3;1;2/27/2017;13:18:00;4.32;-37.7808;144.9619;30;36.5;1.8;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;3;1;2/27/2017;13:32:00;1.85;-37.7805;144.9621;30.7;45.6;1.1;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;3;1;2/27/2017;13:45:00;0.55;-37.7806;144.9623;30.7;39.8;1.5;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;3;2;1/27/2017;15:15:00;0.11;-37.7823;144.9635;32.6;37.6;1.2;Lagunaria sp. ;Malvaceae;Vanessa itea;0
Princes Park;4;1;1/28/2017;12:00:00;0.31;-37.7885;144.9626;31.8;35.3;1.6;Asteraceae 1;Asteraceae;Vanessa itea;0
Princes Park;4;1;2/28/2017;11:41:00;0.16;-37.7891;144.9609;29;42.2;3.5;Asteraceae 1;Asteraceae;Vanessa itea;0
Princes Park;4;1;2/28/2017;11:59:00;4.08;-37.79;144.9619;29.6;39.3;1;Oxalis sp.;Oxalidaceae;Vanessa itea;0
Princes Park;4;1;1/28/2017;12:16:00;2.5;-37.7873;144.9628;31.5;48.5;4.7;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;4;1;1/28/2017;12:40:00;3;-37.7889;144.9603;31.4;52.6;2.7;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;4;2;2/28/2017;12:17:00;0.78;-37.7878;144.9626;30.1;40.9;1.4;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;4;3;2/28/2017;12:47:00;0.11;-37.7893;144.96;30.5;37.7;0.9;Asteraceae 1;Asteraceae;Vanessa itea;0
Princes Park;4;3;1/28/2017;13:11:00;0.05;-37.7889;144.9594;28.1;51.9;2;Lagunaria sp. ;Malvaceae;Vanessa itea;0
Princes Park;4;3;2/28/2017;12:34:00;0.31;-37.7892;144.9606;30.2;39.8;2.7;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;4;3;1/28/2017;12:52:00;1.5;-37.7888;144.9601;29.2;49.2;2.1;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;4;4;2/28/2017;14:26:00;1.39;-37.7896;144.9597;34.5;40.6;1.7;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;5;1;1/28/2017;14:00:00;0.06;-37.791;144.9603;28.3;50.7;1.5;Lagunaria sp. ;Malvaceae;Vanessa itea;0
Princes Park;5;3;2/28/2017;14:48:00;0.44;-37.7912;144.9613;35.1;36.9;0.7;Asteraceae 1;Asteraceae;Vanessa itea;0
Princes Park;6;1;1/27/2017;15:58:00;2.38;-37.7855;144.9629;31.1;49.5;1.3;Angiozanthos sp.;Haemodoraceae;Vanessa itea;0
Princes Park;6;1;1/27/2017;16:13:00;1.43;-37.7852;144.9631;32;39.3;1.3;Angiozanthos sp.;Haemodoraceae;Vanessa itea;0
Princes Park;6;1;2/27/2017;14:15:00;3.2;-37.7855;144.963;32.3;35.1;1.7;Angiozanthos sp.;Haemodoraceae;Vanessa itea;0
Princes Park;6;1;2/27/2017;14:32:00;5;-37.7856;144.9626;32.9;30.3;1.2;Angiozanthos sp.;Haemodoraceae;Vanessa itea;0
Princes Park;6;1;2/27/2017;14:55:00;5.67;-37.7851;144.9631;32.7;34.2;0.8;Angiozanthos sp.;Haemodoraceae;Vanessa itea;0
Princes Park;6;1;2/27/2017;14:35:00;2.16;-37.7855;144.9626;32.2;29.1;2.3;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;6;2;2/27/2017;15:19:00;0.06;-37.7861;144.9628;33.1;28.7;1.6;Dietes sp.;Iridaceae;Vanessa itea;0
Princes Park;6;2;1/27/2017;16:30:00;16.33;-37.7862;144.9629;29.1;44.5;3.4;Solanum nigrans;Solanaceae;Vanessa itea;0
Princes Park;6;2;1/27/2017;16:42:00;0.25;-37.7862;144.9628;27.4;49.7;1.9;Trachelospermum jasminoides;Apocynaceae;Vanessa itea;0
Princes Park;6;2;1/27/2017;16:52:00;2.5;-37.786;144.9621;26.4;53.9;1.6;Trifolium repens;Fabaceae;Vanessa itea;0
Princes Park;6;2;2/27/2017;15:34:00;0.93;-37.789;144.9619;33.3;29.4;0.8;Trifolium repens;Fabaceae;Vanessa itea;0
Royal Park;1;1;1/28/2017;15:38:00;0.38;-37.7896;144.9526;30.9;45.4;2.1;Asteraceae 1;Asteraceae;Vanessa itea;0
Royal Park;1;1;2/21/2017;14:21:00;64;-37.7911;144.9542;32.5;30;3.1;Galenia pubescens;Aizoaceae;Vanessa itea;0
Royal Park;1;1;2/21/2017;14:56:00;2.08;-37.7908;144.9558;34.6;24.4;1.6;Plantago lanceolata;Plantaginaceae;Vanessa itea;0
Royal Park;1;1;1/28/2017;15:17:00;0.67;-37.7909;144.9537;28.3;48.7;3.1;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;1;1;2/21/2017;14:38:00;#DIV/0!;-37.7911;144.9546;34.4;27.4;1.5;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;1;1;2/21/2017;14:03:00;3;-37.791;144.954;29.3;26.4;3;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;1;1;2/21/2017;14:24:00;2;-37.7911;144.9542;32.8;28.8;2.5;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;1;2;1/28/2017;16:12:00;0.33;-37.7917;144.9529;31.5;42.7;3.4;Asteraceae 1;Asteraceae;Vanessa itea;0
Royal Park;1;2;1/28/2017;15:56:00;4.67;-37.7912;144.9535;30.6;44.6;4;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;1;2;2/21/2017;15:12:00;10;-37.7907;144.954;34.9;26.3;2.4;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;1;3;1/28/2017;16:30:00;2.33;-37.7911;144.9542;34;41.5;3.3;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;2;1;1/25/2017;15:47:00;13.27;-37.7851;144.9443;35.5;29.4;1.3;Acacia implexa;Fabaceae;Vanessa itea;0
Royal Park;2;1;1/25/2017;16:30:00;0.74;-37.784;144.9456;32.1;30.2;1.4;Correa glabra;Rutaceae;Vanessa itea;0
Royal Park;2;1;2/20/2017;18:17:00;30.61;-37.7838;144.9457;24.4;45.1;0.8;Correa glabra;Rutaceae;Vanessa itea;0
Royal Park;2;1;1/25/2017;16:03:00;0.48;-37.7847;144.9447;31.4;30.6;2.6;Craspedia sp. ;Asteraceae;Vanessa itea;0
Royal Park;2;1;1/25/2017;16:19:00;20.83;-37.784;144.9456;30.1;35.8;1.7;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;2;1;2/20/2017;17:36:00;5;-37.7841;144.9455;25.5;43.3;0.6;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;2;1;2/20/2017;18:03:00;15.63;-37.7839;144.9457;24.4;46.1;0.7;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;2;1;2/20/2017;17:23:00;0.44;-37.7847;144.9447;28.5;37.5;1.7;Santolina  chamaecyparissus;Asteraceae;Vanessa itea;0
Royal Park;2;2;2/21/2017;16:06:00;12;-37.7857;144.9435;32.3;29;0.5;Acacia implexa;Fabaceae;Vanessa itea;0
Royal Park;2;2;2/21/2017;16:26:00;39.06;-37.7857;144.9433;31.5;27.8;1.3;Acacia implexa;Fabaceae;Vanessa itea;0
Royal Park;2;2;1/25/2017;16:46:00;0.59;-37.7853;144.9441;31.9;30.2;1.2;Asteraceae 1;Asteraceae;Vanessa itea;0
Royal Park;2;2;2/21/2017;16:11:00;0.89;-37.7857;144.9435;31.4;28.1;0.9;Asteraceae 1;Asteraceae;Vanessa itea;0
Royal Park;2;2;2/20/2017;17:48:00;10.94;-37.7839;144.9456;25.1;45.5;0.9;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;2;3;2/21/2017;16:44:00;28.13;-37.7845;144.9443;30.8;27.6;0.7;Acacia implexa;Fabaceae;Vanessa itea;0
Royal Park;2;3;1/25/2017;17:10:00;100;-37.785;144.9437;31;30.4;1.6;Galenia pubescens;Aizoaceae;Vanessa itea;0
Royal Park;2;3;2/21/2017;17:09:00;0.33;-37.7837;144.9445;32.2;25.3;1.2;Melaleuca viminalis;Myrtaceae ;Vanessa itea;0
Royal Park;2;3;1/25/2017;17:27:00;5.56;-37.7855;144.9435;32.1;29.6;1;Vittadinia sp. ;Asteraceae;Vanessa itea;0
Royal Park;2;4;1/25/2017;18:18:00;28;-37.7836;144.9445;31.8;28.4;0.7;Acacia implexa;Fabaceae;Vanessa itea;0
Royal Park;2;4;2/21/2017;17:34:00;48;-37.785;144.9437;31.4;28.8;0.5;Galenia pubescens;Aizoaceae;Vanessa itea;0
Royal Park;2;4;1/25/2017;18:03:00;0.38;-37.7838;144.9446;34.1;27.1;1.3;Melaleuca viminalis;Myrtaceae ;Vanessa itea;0
Royal Park;2;4;1/25/2017;17:46:00;1;-37.7842;144.9444;35.1;25.9;1;Raphanus raphanistrum;Brassicaceae;Vanessa itea;0
Royal Park;3;1;1/19/2017;15:54:00;0.5;-37.795;144.9531;28.1;40.5;2.2;Asteraceae 1;Asteraceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;11:03:00;2.37;-37.7951;144.9521;22.4;55.9;1.2;Asteraceae 1;Asteraceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;14:05:00;0.2;-37.7955;144.9517;33;32.9;1.1;Asteraceae 1;Asteraceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;13:26:00;2.08;-37.7954;144.9518;28.9;42.4;0.8;Brachyscome multifida;Asteraceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;14:56:00;4.08;-37.7959;144.9513;27.6;46.5;1.2;Brachyscome multifida;Asteraceae;Vanessa itea;0
Royal Park;3;1;1/19/2017;14:46:00;0.02;-37.7949;144.9528;29.5;34.3;1.1;Chrysoceohalum semipapposum;Asteraceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;11:18:00;0.44;-37.7951;144.9519;26.1;50.1;2;Correa glabra;Rutaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;12:26:00;3.11;-37.7959;144.9509;31.3;37.7;0.7;Correa glabra;Rutaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;11:31:00;27.78;-37.795;144.9521;27.8;43.8;2.7;Epacris impressa;Ericaceae;Vanessa itea;0
Royal Park;3;1;1/19/2017;14:31:00;5;-37.759;144.9528;30.5;32.6;0.8;Eucalyptus cladocalyx;Myrtaceae ;Vanessa itea;0
Royal Park;3;1;1/19/2017;15:32:00;0.89;-37.7948;144.9529;30.3;32.7;1.3;Eucalyptus cladocalyx;Myrtaceae ;Vanessa itea;0
Royal Park;3;1;1/19/2017;16:23:00;14.17;-37.7954;144.9524;26.5;41.3;1;Goodenia ovata;Goodeniaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;13:48:00;2.78;-37.7959;144.9518;28.7;41;1;Goodenia ovata;Goodeniaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;14:20:00;1.85;-37.7958;144.9518;35.9;32.7;1.3;Goodenia ovata;Goodeniaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;10:57:00;12.5;-37.7957;144.9505;24.7;51.7;1.8;Medicago lupulina;Fabaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;14:43:00;87.5;-37.796;144.9514;30.6;40.4;3;Medicago lupulina;Fabaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;12:50:00;8.33;-37.7953;144.9517;34.2;32.1;1.1;Myoporum parvifolium;Scrophulariaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;13:11:00;4;-37.7954;144.9518;29.7;40.8;0.7;Myoporum parvifolium;Scrophulariaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;14:39:00;6.94;-37.796;144.9514;32.1;37.8;3.1;Myoporum parvifolium;Scrophulariaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;12:21:00;6.22;-37.7953;144.9517;31.5;35;1.3;Pelargonium australe;Geraniaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;11:45:00;4.73;-37.7953;144.9518;36.1;29.8;0.7;Pelargonium australe;Geraniaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;13:08:00;2.22;-37.7955;144.9517;29.5;40;0.5;Pelargonium australe;Geraniaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;11:01:00;2;-37.7951;144.9521;23.7;52;1.3;Plantago lanceolata;Plantaginaceae;Vanessa itea;0
Royal Park;3;1;1/19/2017;16:06:00;1.78;-37.7952;144.9527;28.7;41.5;1.9;Polygonum aviculare;Polygonaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;13:05:00;15;-37.7955;144.9517;33.4;33.8;0.6;Pomaderris racemosa;Rhamnaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;14:34:00;5;-37.7959;144.9514;33.4;35.1;1.4;Pomaderris racemosa;Rhamnaceae;Vanessa itea;0
Royal Park;3;1;1/19/2017;15:48:00;0.89;-37.7949;144.9532;28.7;38.7;1.3;Trifolium repens;Fabaceae;Vanessa itea;0
Royal Park;3;1;1/19/2017;16:09:00;1.78;-37.7952;144.9527;27.6;41.1;2.7;Trifolium repens;Fabaceae;Vanessa itea;0
Royal Park;3;1;2/23/2017;13:28:00;1.56;-37.7955;144.9519;28.5;42.1;0.7;Wahlenbergia sp. ;Campanulaceae;Vanessa itea;0
Royal Park;3;1;1/19/2017;15:19:00;0.67;-37.7949;144.9528;28.5;32.5;0.9;Westringia fruticosa;Lamiaceae;Vanessa itea;0
Royal Park;3;2;1/19/2017;17:05:00;160;-37.7944;144.9529;28.3;38.6;1.2;Acacia implexa;Fabaceae;Vanessa itea;0
Royal Park;3;2;1/19/2017;16:39:00;111.11;-37.7948;144.9524;27.5;40.7;1.4;Chenopodium parabolicum;Chenopodaceae;Vanessa itea;0
Royal Park;3;2;1/19/2017;17:49:00;7.56;-37.7938;144.953;27.4;42.1;1.3;Eucalyptus camaldulensis;Myrtaceae ;Vanessa itea;0
Royal Park;3;2;1/19/2017;17:30:00;2.22;-37.7938;144.9527;28.6;39.3;0.4;Eucalyptus cladocalyx;Myrtaceae ;Vanessa itea;0
Royal Park;3;2;2/23/2017;15:34:00;75;-37.7935;144.9503;32.3;31.6;2.4;Galenia pubescens;Aizoaceae;Vanessa itea;0
Royal Park;3;2;2/23/2017;15:46:00;0.03;-37.7935;144.9504;34.8;33.6;3;Hypericum calycinium;Hypericaceae;Vanessa itea;0
Royal Park;3;2;2/23/2017;15:57:00;0.04;-37.7931;144.9503;32.7;33.3;4.9;Hypericum calycinium;Hypericaceae;Vanessa itea;0
