"site";"vegspecies";"buggroup";"family";"species";"size";"functional.group"
"Canning/Neill St Reserve";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Canning/Neill St Reserve";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Canning/Neill St Reserve";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Canning/Neill St Reserve";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Canning/Neill St Reserve";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Canning/Neill St Reserve";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Canning/Neill St Reserve";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Acanthus mollis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Erythrina cristagalli ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lagerstraemia sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lagerstraemia sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Plectranthus sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Plectranthus sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Iris sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Plectranthus sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trachelospermum jasminoides";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Erythrina cristagalli ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lagerstraemia sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lagerstraemia sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Liriope muscari";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Plectranthus sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Acanthus mollis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Kniphofia uvaria";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Rosa sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Rosa sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Rosa sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Senecio sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Senecio sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Rosa sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Rosa sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Rosa sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Senecio sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Bellis perennis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Ceratostigma sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Echium candicans";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Echium candicans";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Echium candicans";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Echium candicans";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Jacaranda mimisosifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lavandula sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lavandula sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lavandula sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lavandula sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lavandula sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lavandula sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Medicago lupulina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Oxalis sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Penstemon sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Penstemon sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Rosa sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Rosa sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Rosa sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Viburnum sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Viburnum sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Viburnum sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Viburnum sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Lavandula sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Tanacetum vulgare";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Petunia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Solanum nigrans";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Carlton Gardens South";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Abelia grandifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Abelia grandifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Abelia grandifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Heleborus sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Kalanchoe sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Kalanchoe sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Kalanchoe sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Lagerstraemia medica";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Nandina domestica";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Nandina domestica";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Oxalis sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Salvia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Strelitzia reginae";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Strelitzia reginae";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Viburnum sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Abelia grandifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Bellis perennis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Brachychitron acerifolius";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Dietes sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Lagunaria sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Lagunaria sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Schinus molle";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Stachys byzantina";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Viburnum sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Angelonia augustifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Angelonia augustifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Asteraceae 1";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Chlorophytum comosum";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Dianthus barbatus";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Dianthus barbatus";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Limanarium perezii";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Limanium peregrinium";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Liriope muscari";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Liriope muscari";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Petunia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Petunia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Angelonia augustifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Angelonia augustifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Begonia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Canna generalis";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Clivia miniata";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Craspedia sp. ";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Dianthus barbatus";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Dianthus barbatus";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Petunia sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Phyla canescens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Viola tricolor";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Viola tricolor";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Viola tricolor";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Trachelospermum jasminoides";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Oxalis sp.";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Trifolium repens";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Abelia grandifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Abelia grandifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Abelia grandifolia";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Butterflies";"Nymphalidae";"Vanessa kershawi";45;"Pollinator"
